run,lab no,        pH       ,om , P ,K ,sand ,   silt    ,clay,texture,from,transplant,var,no,x1,y1,tam,amphoe,prov,soilseries,seriesname,suit,text.code,se.tex
1789,2868,6.35,2.29,17,109,59.6,20.4,20,sandy clay loam,540607-1,หว่านน้ำตม,กข6 ต้นเตี้ย,1438,623091,2033091,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.c.l,Tph.s.c.l
1790,1018,5.14,2.65,40,34,67.6,16,16.4,sandy loam,550105-8,ปักดำ (คน),กข6,585,679189,2078590,ต.ถืมตอง,อ.เมืองน่าน,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1791,146/61,5.32,1.08,2,27,55.8,25.5,18.7,sandy loam,550501-11,ปักดำ (คน),กข6,645,699914,2122280,ต.ปัว,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1792,1307,7.44,2.34,35,52,62,30,8,sandy loam,550501-2,ปักดำ (คน),กข10,646,699697,2122948,ต.ไชยวัฒนา,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1793,2713,5.63,2.27,70,162,66.4,16,17.6,sandy loam,550803-2,ปักดำ (คน),กข6,797,696800,2148922,ต.และ,อ.ทุ่งช้าง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1794,2731,5.57,1.26,49,115,60,26,14,sandy loam,550902-1,หว่านน้ำตม,สันป่าตอง 1,803,694748,2134957,ต.เปือ,อ.เชียงกลาง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1795,2732,5.8,0.82,30,71,60,26,14,sandy loam,550902-2,หว่านน้ำตม,สันป่าตอง 1,804,694699,2134985,ต.เปือ,อ.เชียงกลาง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1796,2733,6.54,1.4,25,70,60,22,18,sandy loam,550902-5,หว่านน้ำตม,สันป่าตอง 1,805,693918,2135180,ต.เปือ,อ.เชียงกลาง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1797,2741,5.79,0.9,10,44,74,14.4,11.6,sandy loam,550909-1,ปักดำ (คน),สันป่าตอง 1,813,692854,2128950,ต.พระพุทธบาท,อ.เชียงกลาง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1798,2745,5.46,1.62,7,61,58,22.4,19.6,sandy loam,550909-5,ปักดำ (คน),กข14,817,693199,2130504,ต.เชียงคาน,อ.เชียงกลาง,จ.น่าน,Tph,ตะพานหิน,N,s.l,Tph.s.l
1799,1249,6.29,1.33,150,35,72,20,8,sandy loam,540204-4,หว่านข้าวแห้ง,กข10,1212,625237,2022444,ต.วังหลวง,อ.หนองม่วงไข่,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1800,2851,6.52,2.58,16,102,66,15.2,18.8,sandy loam,540603-5,หว่านน้ำตม,สันป่าตอง 1,1399,620672,2031888,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1801,1387,6.38,2.123028788,21.4375,103,58.9,31.4,9.7,sandy loam,540607-7,หว่านน้ำตม,สันป่าตอง 1,1465,622566,2033361,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1802,1387/61,6.38,2.123028788,21.4375,103,58.9,31.4,9.7,sandy loam,540607-7,หว่านน้ำตม,สันป่าตอง 1,1466,622566,2033361,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1803,1397,6.44,2.009754818,32.781,99,56.8,25.2,18,sandy loam,540608-3,หว่านน้ำตม,สันป่าตอง 1,1478,623721,2034015,ต.ทุ่งน้าว,อ.สอง,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1804,1397/61,6.44,2.009754818,32.781,99,56.8,25.2,18,sandy loam,540608-3,หว่านน้ำตม,สันป่าตอง 1,1479,623721,2034015,ต.ทุ่งน้าว,อ.สอง,จ.แพร่,Tph,ตะพานหิน,N,s.l,Tph.s.l
1805,1557/61,5.77,1.33,7,25,66.6,21.5,11.9,sandy loam,5.1,ปักดำ (คน),กข6,556,699686,2123791,ต.ไชยวัฒนา,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1806,1558/61,5.34,1.75,4,44,58.7,23.4,17.9,sandy loam,5.2,ปักดำ (คน),กข6,557,699686,2123791,ต.ไชยวัฒนา,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1807,1559/61,5.71,1.86,8,83,54.6,29.2,16.2,sandy loam,5.3,ปักดำ (คน),กข6,558,699686,2123791,ต.ไชยวัฒนา,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1808,163/61,5.42,1.7,36,34,65.8,21.6,12.6,sandy loam,550514-11,หว่านน้ำตม,กข10,689,702815,2121514,ต.วรนคร,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1809,102/61,6,1.51,20,117,58.1,26,15.9,sandy loam,540107-1,ปักดำ (คน),กข6,1117,620131,2009809,ต.วังธง,อ.เมืองแพร่,จ.แพร่,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1810,104/61,6.63,2.69,10,124,62.1,20,17.9,sandy loam,540107-4,หว่านน้ำตม,กข14,1120,620137,2009802,ต.วังธง,อ.เมืองแพร่,จ.แพร่,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1811,105/61,6.61,2.68,13,103,62.4,19.8,17.8,sandy loam,540107-5,หว่านน้ำตม,สันป่าตอง 1,1121,620137,2009802,ต.วังธง,อ.เมืองแพร่,จ.แพร่,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1812,2883,6.53,1,15,83,58,24,18,sandy loam,540601-1,ปักดำ (คน),สันป่าตอง 1,1357,623010,2043635,ต.บ้านกลาง,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1813,2901,5.95,1.72,7,163,70,20,10,sandy loam,540806-1,หว่านน้ำตม,กข6 ต้นเตี้ย,1543,622285,2023804,ต.ทุ่งแค้ว,อ.หนองม่วงไข่,จ.แพร่,Tph,ตะพานหิน,S1,s.l,Tph.s.l
1814,1306,6.68,2.05,44,62,62,30,8,sandy loam,550501-1,ปักดำ (คน),กข6,642,700087,2122608,ต.ปัว,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1815,145/61,5.43,1.64,27,25,59.8,27.6,12.6,sandy loam,550501-10,ปักดำ (คน),กข10,644,699756,2122709,ต.ปัว,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1816,140/61,6.1,0.69,20,25,65.8,27.8,6.4,sandy loam,550501-5,หยอดน้ำตม,กข10,652,698316,2122738,ต.ปัว,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1817,142/61,4.83,1.32,22,47,61.9,25.6,12.5,sandy loam,550501-7,หยอดน้ำตม,พันธุ์พื้นเมือง,654,699544,2122777,ต.ปัว,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1818,162/61,5.79,2.18,22,33,55.8,25.7,18.5,sandy loam,550514-10,ปักดำ (คน),กข10,688,702779,2121559,ต.วรนคร,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1819,161/61,5.5,1.59,27,44,63.8,25.8,10.4,sandy loam,550514-9,ปักดำ (คน),กข10,699,702536,2121867,ต.วรนคร,อ.ปัว,จ.น่าน,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1820,1371,6.16,2.328981459,57.8935,171,58,22.2,19.8,sandy loam,540603-3,หว่านน้ำตม,สันป่าตอง 1,1394,623107,2036380,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1821,1371/61,6.16,2.328981459,57.8935,171,58,22.2,19.8,sandy loam,540603-3,หว่านน้ำตม,สันป่าตอง 1,1395,623107,2036380,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1822,1372,4.83,1.704258356,90,168,62.1,17.9,20,sandy loam,540603-4,หว่านน้ำตม,สันป่าตอง 1,1397,623050,2036391,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1823,1372/61,4.83,1.704258356,90,168,62.1,17.9,20,sandy loam,540603-4,หว่านน้ำตม,สันป่าตอง 1,1398,623050,2036391,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1824,1377,6.52,1.251162479,85,82,64,27.4,8.6,sandy loam,540605-1,หว่านน้ำตม,กข6 ต้นเตี้ย,1416,623470,2030110,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1825,1377/61,6.52,1.251162479,85,82,64,27.4,8.6,sandy loam,540605-1,หว่านน้ำตม,กข6 ต้นเตี้ย,1417,623470,2030110,ต.ห้วยหม้าย,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1826,1379,6.26,2.263763113,19.992,81,55.8,27.6,16.6,sandy loam,540605-3,หว่านน้ำตม,สันป่าตอง 1,1430,623927,2028087,ต.หัวเมือง,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1827,1379/61,6.26,2.263763113,19.992,81,55.8,27.6,16.6,sandy loam,540605-3,หว่านน้ำตม,สันป่าตอง 1,1431,623927,2028087,ต.หัวเมือง,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1828,1380,7.36,0.959396194,115,107,65.7,23.6,10.7,sandy loam,540605-4,ปักดำ (เครื่อง),กข6 ต้นเตี้ย,1433,623483,2029001,ต.หัวเมือง,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1829,1380/61,7.36,0.959396194,115,107,65.7,23.6,10.7,sandy loam,540605-4,ปักดำ (เครื่อง),กข6 ต้นเตี้ย,1434,623483,2029001,ต.หัวเมือง,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1830,1381,4.79,2.277493291,31.0415,164,60.8,27.3,11.9,sandy loam,540607-1,ปักดำ (คน),สันป่าตอง 1,1439,622562,2033018,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1831,1381/61,4.79,2.277493291,31.0415,164,60.8,27.3,11.9,sandy loam,540607-1,ปักดำ (คน),สันป่าตอง 1,1440,622562,2033018,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1832,1390,6.14,2.380469627,37.926,154,58.7,27.5,13.8,sandy loam,540607-10,ปักดำ (เครื่อง),สันป่าตอง 1,1441,623146,2033260,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1833,1390/61,6.14,2.380469627,37.926,154,58.7,27.5,13.8,sandy loam,540607-10,ปักดำ (เครื่อง),สันป่าตอง 1,1442,623146,2033260,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1834,1392,6.25,1.704258356,45.178,202,56.9,27.3,15.8,sandy loam,540607-12,หว่านน้ำตม,สันป่าตอง 1,1445,622434,2032874,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1835,1392/61,6.25,1.704258356,45.178,202,56.9,27.3,15.8,sandy loam,540607-12,หว่านน้ำตม,สันป่าตอง 1,1446,622434,2032874,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1836,1382,4.73,1.371301537,73,158,70.9,25.4,3.7,sandy loam,540607-2,ปักดำ (เครื่อง),สันป่าตอง 1,1452,622271,2032879,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1837,1382/61,4.73,1.371301537,73,158,70.9,25.4,3.7,sandy loam,540607-2,ปักดำ (เครื่อง),สันป่าตอง 1,1453,622271,2032879,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1838,1383,6.02,1.481142962,54.292,145,64.9,29.5,5.6,sandy loam,540607-3,โยนกล้า,กข-แม่โจ้ 2,1455,622359,2032837,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1839,1383/61,6.02,1.481142962,54.292,145,64.9,29.5,5.6,sandy loam,540607-3,โยนกล้า,กข-แม่โจ้ 2,1456,622359,2032837,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1840,1386,5.46,1.501738229,82,270,56.9,33.5,9.6,sandy loam,540607-6,ปักดำ (คน),สันป่าตอง 1,1463,622891,2033402,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1841,1386/61,5.46,1.501738229,82,270,56.9,33.5,9.6,sandy loam,540607-6,ปักดำ (คน),สันป่าตอง 1,1464,622891,2033402,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1842,1388,5.81,1.45711515,54.1205,75,62.9,31.4,5.7,sandy loam,540607-8,ปักดำ (เครื่อง),สันป่าตอง 1,1467,622209,2032718,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1843,1388/61,5.81,1.45711515,54.1205,75,62.9,31.4,5.7,sandy loam,540607-8,ปักดำ (เครื่อง),สันป่าตอง 1,1468,622209,2032718,ต.แดนชุมพล,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1844,1395,6.24,2.023484996,26.0435,109,54.6,27.2,18.2,sandy loam,540608-1,ปักดำ (เครื่อง),กข10,1472,622931,2033900,ต.ทุ่งน้าว,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1845,1395/61,6.24,2.023484996,26.0435,109,54.6,27.2,18.2,sandy loam,540608-1,ปักดำ (เครื่อง),กข10,1473,622931,2033900,ต.ทุ่งน้าว,อ.สอง,จ.แพร่,Tph,ตะพานหิน,S3,s.l,Tph.s.l
1846,71/61,4.85,3.1,10,169,39.5,25.4,35.1,clay loam,500602-1,ปักดำ (คน),สันป่าตอง 1,270,492809,2116144,ต.แม่แตง,อ.แม่แตง,จ.เชียงใหม่,U,พื้นที่ชุมชน,S1,c.l,U.c.l
1847,78/61,5.65,3.65,12,77,39.3,25.6,35.1,clay loam,500602-8,ปักดำ (คน),สันป่าตอง 1,281,492809,2116144,ต.แม่แตง,อ.แม่แตง,จ.เชียงใหม่,U,พื้นที่ชุมชน,S1,c.l,U.c.l
1848,79/61,5.53,2.65,60,213,43.3,27.5,29.2,clay loam,500602-9,ปักดำ (คน),สันป่าตอง 1,282,492809,2116144,ต.แม่แตง,อ.แม่แตง,จ.เชียงใหม่,U,พื้นที่ชุมชน,S1,c.l,U.c.l
1849,43/61,5.48,3.95,6,135,38.1,23.9,38,clay loam,500603-2,หว่านน้ำตม,สันป่าตอง 1,284,492436,2111078,ต.ขี้เหล็ก,อ.แม่แตง,จ.เชียงใหม่,U,พื้นที่ชุมชน,S1,c.l,U.c.l
